"rank";"id";"name";"id_other";"name_other";"height_diff";"height_diff_other";"length";"length_other";"duration";"duration_other";"slope_cat";"slope_cat_other";"slopeType";"slopetype_other";"regionId";"regionid_other";"embedding";"embedding_other";"angle"
2;39;Col DrusciÃ© A;58;Canalone Franchetti;325;339;907;1.055;781;480;hard;hard;black;black;1;1;{0.016992575551605146,0.07558333333333334,0.24984005118362124,1.0,0.75,0.08333333333333333};{0.017724563421520442,0.08791666666666667,0.15355086372360843,1.0,0.75,0.08333333333333333};0,0970785998
3;39;Col DrusciÃ© A;33;Olympia - Stratofana (pista Schuss);325;212;907;689;781;420;hard;hard;black;black;1;1;{0.016992575551605146,0.07558333333333334,0.24984005118362124,1.0,0.75,0.08333333333333333};{0.011084387744431663,0.057416666666666664,0.1343570057581574,1.0,0.75,0.08333333333333333};0,1170524166
1;40;Raccordo PiÃ¨ Tofana;24;RedoncÃ¨;103;175;1.047;917;203;248;easy;easy;blue;blue;1;1;{0.005385339328662553,0.08725,0.06493921944977607,0.3333333333333333,0.25,0.08333333333333333};{0.009149848373941233,0.07641666666666666,0.07933461292386436,0.3333333333333333,0.25,0.08333333333333333};0,0184054338
2;40;Raccordo PiÃ¨ Tofana;77;MalÃ³n;103;183;1.047;860;203;233;easy;easy;blue;blue;1;1;{0.005385339328662553,0.08725,0.06493921944977607,0.3333333333333333,0.25,0.08333333333333333};{0.009568127156749973,0.07166666666666667,0.0745361484325016,0.3333333333333333,0.25,0.08333333333333333};0,0187733065
3;40;Raccordo PiÃ¨ Tofana;82;Loita;103;118;1.047;793;203;215;easy;easy;blue;blue;1;1;{0.005385339328662553,0.08725,0.06493921944977607,0.3333333333333333,0.25,0.08333333333333333};{0.0061696120464289446,0.06608333333333333,0.06877799104286628,0.3333333333333333,0.25,0.08333333333333333};0,0215262405
1;41;Muro de Ra Cioures;21;Olympia  Pocol;193;208;1.437;1.506;398;408;easy;easy;blue;blue;1;1;{0.010090975635260901,0.11975,0.127319257837492,0.3333333333333333,0.25,0.08333333333333333};{0.010875248353027292,0.1255,0.13051823416506717,0.3333333333333333,0.25,0.08333333333333333};0,0066265401
2;41;Muro de Ra Cioures;52;Prati;193;209;1.437;1.396;398;378;easy;easy;blue;blue;1;1;{0.010090975635260901,0.11975,0.127319257837492,0.3333333333333333,0.25,0.08333333333333333};{0.010927533200878385,0.11633333333333333,0.12092130518234165,0.3333333333333333,0.25,0.08333333333333333};0,0073011806
2;41;Muro de Ra Cioures;53;collegamento Pocol Socrepes;193;209;1.437;1.396;398;378;easy;easy;blue;blue;1;1;{0.010090975635260901,0.11975,0.127319257837492,0.3333333333333333,0.25,0.08333333333333333};{0.010927533200878385,0.11633333333333333,0.12092130518234165,0.3333333333333333,0.25,0.08333333333333333};0,0073011806
1;42;Stries;21;Olympia  Pocol;228;208;1.737;1.506;470;408;easy;easy;blue;blue;1;1;{0.011920945310049148,0.14475,0.15035188739603328,0.3333333333333333,0.25,0.08333333333333333};{0.010875248353027292,0.1255,0.13051823416506717,0.3333333333333333,0.25,0.08333333333333333};0,0276591718
2;42;Stries;41;Muro de Ra Cioures;228;193;1.737;1.437;470;398;easy;easy;blue;blue;1;1;{0.011920945310049148,0.14475,0.15035188739603328,0.3333333333333333,0.25,0.08333333333333333};{0.010090975635260901,0.11975,0.127319257837492,0.3333333333333333,0.25,0.08333333333333333};0,0340418979
3;42;Stries;52;Prati;228;209;1.737;1.396;470;378;easy;easy;blue;blue;1;1;{0.011920945310049148,0.14475,0.15035188739603328,0.3333333333333333,0.25,0.08333333333333333};{0.010927533200878385,0.11633333333333333,0.12092130518234165,0.3333333333333333,0.25,0.08333333333333333};0,0409225241
3;42;Stries;53;collegamento Pocol Socrepes;228;209;1.737;1.396;470;378;easy;easy;blue;blue;1;1;{0.011920945310049148,0.14475,0.15035188739603328,0.3333333333333333,0.25,0.08333333333333333};{0.010927533200878385,0.11633333333333333,0.12092130518234165,0.3333333333333333,0.25,0.08333333333333333};0,0409225241
1;44;Bus Tofana;12;Lino Lacedelli;360;353;1.464;1.431;396;387;medium;medium;red;red;1;1;{0.01882254522639339,0.122,0.12667946257197696,0.6666666666666666,0.5,0.08333333333333333};{0.01845655129143574,0.11925,0.1238003838771593,0.6666666666666666,0.5,0.08333333333333333};0,0039981928
2;44;Bus Tofana;90;Serpentina;360;359;1.464;1.527;396;413;medium;medium;red;red;1;1;{0.01882254522639339,0.122,0.12667946257197696,0.6666666666666666,0.5,0.08333333333333333};{0.0187702603785423,0.12725,0.13211772232885477,0.6666666666666666,0.5,0.08333333333333333};0,0075590941
3;44;Bus Tofana;17;Scoiattoli bassa;360;378;1.464;1.528;396;414;medium;medium;red;red;1;1;{0.01882254522639339,0.122,0.12667946257197696,0.6666666666666666,0.5,0.08333333333333333};{0.01976367248771306,0.12733333333333333,0.1324376199616123,0.6666666666666666,0.5,0.08333333333333333};0,0079048429
1;45;Cacciatori;4;Col Gallina;151;113;680;696;184;212;easy;easy;blue;blue;1;1;{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.3333333333333333,0.25,0.08333333333333333};{0.005908187807173481,0.058,0.06781829814459372,0.3333333333333333,0.25,0.08333333333333333};0,0092712185
1;45;Cacciatori;4;Col Gallina;151;113;680;696;184;212;easy;easy;blue;blue;1;1;{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.3333333333333333,0.25,0.08333333333333333};{0.005908187807173481,0.058,0.06781829814459372,0.3333333333333333,0.25,0.08333333333333333};0,0092712185
3;45;Cacciatori;83;DonariÃ©;151;96;680;601;184;163;easy;easy;blue;blue;1;1;{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.3333333333333333,0.25,0.08333333333333333};{0.005019345393704904,0.050083333333333334,0.052143314139475365,0.3333333333333333,0.25,0.08333333333333333};0,0098356113
3;45;Cacciatori;83;DonariÃ©;151;96;680;601;184;163;easy;easy;blue;blue;1;1;{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.3333333333333333,0.25,0.08333333333333333};{0.005019345393704904,0.050083333333333334,0.052143314139475365,0.3333333333333333,0.25,0.08333333333333333};0,0098356113
3;45;Cacciatori;84;Prati;151;96;680;601;184;163;easy;easy;blue;blue;1;1;{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.3333333333333333,0.25,0.08333333333333333};{0.005019345393704904,0.050083333333333334,0.052143314139475365,0.3333333333333333,0.25,0.08333333333333333};0,0098356113
3;45;Cacciatori;84;Prati;151;96;680;601;184;163;easy;easy;blue;blue;1;1;{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.3333333333333333,0.25,0.08333333333333333};{0.005019345393704904,0.050083333333333334,0.052143314139475365,0.3333333333333333,0.25,0.08333333333333333};0,0098356113
1;46;Canalini 1;71;Creste Bianche;282;178;863;814;530;558;medium;medium;red;red;1;1;{0.014744327094008157,0.07191666666666667,0.1695457453614843,0.6666666666666666,0.5,0.08333333333333333};{0.009306702917494511,0.06783333333333333,0.1785028790786948,0.6666666666666666,0.5,0.08333333333333333};0,0112459598
2;46;Canalini 1;70;PadeÃ³n;282;200;863;842;530;446;medium;medium;red;red;1;1;{0.014744327094008157,0.07191666666666667,0.1695457453614843,0.6666666666666666,0.5,0.08333333333333333};{0.010456969570218551,0.07016666666666667,0.14267434420985284,0.6666666666666666,0.5,0.08333333333333333};0,0272674923
3;46;Canalini 1;62;Monti/Zardini;282;117;863;550;530;468;medium;medium;red;red;1;1;{0.014744327094008157,0.07191666666666667,0.1695457453614843,0.6666666666666666,0.5,0.08333333333333333};{0.006117327198577852,0.04583333333333333,0.14971209213051823,0.6666666666666666,0.5,0.08333333333333333};0,0338842029
1;47;Canalini 2;60;Slittone;151;138;680;636;184;172;medium;medium;red;red;1;1;{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.6666666666666666,0.5,0.08333333333333333};{0.0072153090034508,0.053,0.05502239283429303,0.6666666666666666,0.5,0.08333333333333333};0,0053518789
2;47;Canalini 2;11;Scoiattoli;151;182;680;607;184;164;medium;medium;red;red;1;1;{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.6666666666666666,0.5,0.08333333333333333};{0.00951584230889888,0.050583333333333334,0.052463211772232884,0.6666666666666666,0.5,0.08333333333333333};0,0089759586
3;47;Canalini 2;34;Caprioli;151;180;680;832;184;225;medium;medium;red;red;1;1;{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.6666666666666666,0.5,0.08333333333333333};{0.009411272613196695,0.06933333333333333,0.07197696737044146,0.6666666666666666,0.5,0.08333333333333333};0,0182966603
1;48;Pian Ra Valles;72;Son Forca;259;158;961;966;279;286;easy;easy;blue;blue;1;1;{0.013541775593433024,0.08008333333333334,0.0892514395393474,0.3333333333333333,0.25,0.08333333333333333};{0.008261005960472655,0.0805,0.09149072296865003,0.3333333333333333,0.25,0.08333333333333333};0,0057510459
2;48;Pian Ra Valles;74;Taiarezze;259;240;961;863;279;281;easy;easy;blue;blue;1;1;{0.013541775593433024,0.08008333333333334,0.0892514395393474,0.3333333333333333,0.25,0.08333333333333333};{0.01254836348426226,0.07191666666666667,0.08989123480486244,0.3333333333333333,0.25,0.08333333333333333};0,0082517059
3;48;Pian Ra Valles;24;RedoncÃ¨;259;175;961;917;279;248;easy;easy;blue;blue;1;1;{0.013541775593433024,0.08008333333333334,0.0892514395393474,0.3333333333333333,0.25,0.08333333333333333};{0.009149848373941233,0.07641666666666666,0.07933461292386436,0.3333333333333333,0.25,0.08333333333333333};0,0114488829
1;49;Variante Pian Ra Valles;11;Scoiattoli;136;182;394;607;135;164;medium;medium;red;red;1;1;{0.007110739307748614,0.03283333333333333,0.04318618042226487,0.6666666666666666,0.5,0.08333333333333333};{0.00951584230889888,0.050583333333333334,0.052463211772232884,0.6666666666666666,0.5,0.08333333333333333};0,0201720185
2;49;Variante Pian Ra Valles;60;Slittone;136;138;394;636;135;172;medium;medium;red;red;1;1;{0.007110739307748614,0.03283333333333333,0.04318618042226487,0.6666666666666666,0.5,0.08333333333333333};{0.0072153090034508,0.053,0.05502239283429303,0.6666666666666666,0.5,0.08333333333333333};0,0233837829
3;49;Variante Pian Ra Valles;47;Canalini 2;136;151;394;680;135;184;medium;medium;red;red;1;1;{0.007110739307748614,0.03283333333333333,0.04318618042226487,0.6666666666666666,0.5,0.08333333333333333};{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.6666666666666666,0.5,0.08333333333333333};0,028536783
1;50;Forcella Rossa;58;Canalone Franchetti;646;339;2.102;1.055;377;480;hard;hard;black;black;1;1;{0.03377601171180592,0.17516666666666666,0.12060140754958414,1.0,0.75,0.08333333333333333};{0.017724563421520442,0.08791666666666667,0.15355086372360843,1.0,0.75,0.08333333333333333};0,0946355016
2;50;Forcella Rossa;135;Erta;646;435;2.102;1.610;377;454;hard;hard;black;black;1;2;{0.03377601171180592,0.17516666666666666,0.12060140754958414,1.0,0.75,0.08333333333333333};{0.02274390881522535,0.13416666666666666,0.145233525271913,1.0,0.75,0.16666666666666666};0,096715526
3;50;Forcella Rossa;136;Sorega;646;435;2.102;1.450;377;392;hard;hard;black;black;1;2;{0.03377601171180592,0.17516666666666666,0.12060140754958414,1.0,0.75,0.08333333333333333};{0.02274390881522535,0.12083333333333333,0.1253998720409469,1.0,0.75,0.16666666666666666};0,1002062279
1;54;Faloria Normale;91;Bianca;444;339;2.843;2.056;1.436;1.103;medium;medium;red;red;1;1;{0.023214472445885183,0.23691666666666666,0.45937300063979525,0.6666666666666666,0.5,0.08333333333333333};{0.017724563421520442,0.17133333333333334,0.35284708893154193,0.6666666666666666,0.5,0.08333333333333333};0,1252161434
2;54;Faloria Normale;2;Lagazuoi;444;635;2.843;2.388;1.436;1.023;medium;medium;red;red;1;1;{0.023214472445885183,0.23691666666666666,0.45937300063979525,0.6666666666666666,0.5,0.08333333333333333};{0.033200878385443895,0.199,0.3272552783109405,0.6666666666666666,0.5,0.08333333333333333};0,1378132594
3;54;Faloria Normale;31;Cacciatori;444;215;2.843;545;1.436;1.173;medium;medium;red;red;1;1;{0.023214472445885183,0.23691666666666666,0.45937300063979525,0.6666666666666666,0.5,0.08333333333333333};{0.011241242287984942,0.04541666666666667,0.3752399232245681,0.6666666666666666,0.5,0.08333333333333333};0,209508909
1;55;Tondi Normale;88;Caprioli 1;223;236;1.065;1.174;295;318;medium;medium;red;red;1;1;{0.011659521070793684,0.08875,0.09436980166346769,0.6666666666666666,0.5,0.08333333333333333};{0.012339224092857889,0.09783333333333333,0.1017274472168906,0.6666666666666666,0.5,0.08333333333333333};0,011709137
2;55;Tondi Normale;92;Antelao;223;275;1.065;1.037;295;338;medium;medium;red;red;1;1;{0.011659521070793684,0.08875,0.09436980166346769,0.6666666666666666,0.5,0.08333333333333333};{0.014378333159050507,0.08641666666666667,0.10812539987204095,0.6666666666666666,0.5,0.08333333333333333};0,0142145301
3;55;Tondi Normale;34;Caprioli;223;180;1.065;832;295;225;medium;medium;red;red;1;1;{0.011659521070793684,0.08875,0.09436980166346769,0.6666666666666666,0.5,0.08333333333333333};{0.009411272613196695,0.06933333333333333,0.07197696737044146,0.6666666666666666,0.5,0.08333333333333333};0,0297237379
1;56;Vitelli;39;Col DrusciÃ© A;316;325;1.169;907;805;781;hard;hard;black;black;1;1;{0.01652201192094531,0.09741666666666667,0.25751759436980165,1.0,0.75,0.08333333333333333};{0.016992575551605146,0.07558333333333334,0.24984005118362124,1.0,0.75,0.08333333333333333};0,0231486618
2;56;Vitelli;58;Canalone Franchetti;316;339;1.169;1.055;805;480;hard;hard;black;black;1;1;{0.01652201192094531,0.09741666666666667,0.25751759436980165,1.0,0.75,0.08333333333333333};{0.017724563421520442,0.08791666666666667,0.15355086372360843,1.0,0.75,0.08333333333333333};0,1044067872
3;56;Vitelli;138;Piculin;316;507;1.169;2.000;805;703;hard;hard;black;black;1;2;{0.01652201192094531,0.09741666666666667,0.25751759436980165,1.0,0.75,0.08333333333333333};{0.026508417860504025,0.16666666666666666,0.22488803582853487,1.0,0.75,0.16666666666666666};0,1135976379
1;57;Vitelli Bassa;17;Scoiattoli bassa;308;378;1.751;1.528;436;414;medium;medium;red;red;1;1;{0.016103733138136567,0.14591666666666667,0.13947536788227768,0.6666666666666666,0.5,0.08333333333333333};{0.01976367248771306,0.12733333333333333,0.1324376199616123,0.6666666666666666,0.5,0.08333333333333333};0,0202055767
2;57;Vitelli Bassa;90;Serpentina;308;359;1.751;1.527;436;413;medium;medium;red;red;1;1;{0.016103733138136567,0.14591666666666667,0.13947536788227768,0.6666666666666666,0.5,0.08333333333333333};{0.0187702603785423,0.12725,0.13211772232885477,0.6666666666666666,0.5,0.08333333333333333};0,0202407945
3;57;Vitelli Bassa;15;Skiweg Croda Negra;308;246;1.751;1.740;436;356;medium;medium;red;red;1;1;{0.016103733138136567,0.14591666666666667,0.13947536788227768,0.6666666666666666,0.5,0.08333333333333333};{0.012862072571368817,0.145,0.11388355726167626,0.6666666666666666,0.5,0.08333333333333333};0,0258125824
1;58;Canalone Franchetti;33;Olympia - Stratofana (pista Schuss);339;212;1.055;689;480;420;hard;hard;black;black;1;1;{0.017724563421520442,0.08791666666666667,0.15355086372360843,1.0,0.75,0.08333333333333333};{0.011084387744431663,0.057416666666666664,0.1343570057581574,1.0,0.75,0.08333333333333333};0,0366435003
2;58;Canalone Franchetti;30;Vertigine Bianca;339;334;1.055;871;480;343;hard;hard;black;black;1;1;{0.017724563421520442,0.08791666666666667,0.15355086372360843,1.0,0.75,0.08333333333333333};{0.01746313918226498,0.07258333333333333,0.10972488803582854,1.0,0.75,0.08333333333333333};0,0464316228
3;58;Canalone Franchetti;59;Stratondi;339;300;1.055;846;480;310;hard;hard;black;black;1;1;{0.017724563421520442,0.08791666666666667,0.15355086372360843,1.0,0.75,0.08333333333333333};{0.015685454355327828,0.0705,0.09916826615483046,1.0,0.75,0.08333333333333333};0,0571398737
1;59;Stratondi;30;Vertigine Bianca;300;334;846;871;310;343;hard;hard;black;black;1;1;{0.015685454355327828,0.0705,0.09916826615483046,1.0,0.75,0.08333333333333333};{0.01746313918226498,0.07258333333333333,0.10972488803582854,1.0,0.75,0.08333333333333333};0,0109060858
2;59;Stratondi;87;CiastÃ¨l;300;238;846;966;310;261;hard;hard;black;black;1;1;{0.015685454355327828,0.0705,0.09916826615483046,1.0,0.75,0.08333333333333333};{0.012443793788560075,0.0805,0.08349328214971209,1.0,0.75,0.08333333333333333};0,0188736188
3;59;Stratondi;63;Scoiattolo;300;238;846;905;310;245;hard;hard;black;black;1;1;{0.015685454355327828,0.0705,0.09916826615483046,1.0,0.75,0.08333333333333333};{0.012443793788560075,0.07541666666666667,0.07837492002559181,1.0,0.75,0.08333333333333333};0,021611229
1;60;Slittone;11;Scoiattoli;138;182;636;607;172;164;medium;medium;red;red;1;1;{0.0072153090034508,0.053,0.05502239283429303,0.6666666666666666,0.5,0.08333333333333333};{0.00951584230889888,0.050583333333333334,0.052463211772232884,0.6666666666666666,0.5,0.08333333333333333};0,0042050136
2;60;Slittone;47;Canalini 2;138;151;636;680;172;184;medium;medium;red;red;1;1;{0.0072153090034508,0.053,0.05502239283429303,0.6666666666666666,0.5,0.08333333333333333};{0.007895012025515005,0.056666666666666664,0.05886116442738324,0.6666666666666666,0.5,0.08333333333333333};0,0053518789
3;60;Slittone;49;Variante Pian Ra Valles;138;136;636;394;172;135;medium;medium;red;red;1;1;{0.0072153090034508,0.053,0.05502239283429303,0.6666666666666666,0.5,0.08333333333333333};{0.007110739307748614,0.03283333333333333,0.04318618042226487,0.6666666666666666,0.5,0.08333333333333333};0,0233837829
1;61;Bigontina;75;Fedo;221;162;756;835;229;226;hard;hard;black;black;1;1;{0.011554951375091499,0.063,0.07325655790147152,1.0,0.75,0.08333333333333333};{0.008470145351877026,0.06958333333333333,0.07229686500319897,1.0,0.75,0.08333333333333333};0,0073333019
2;61;Bigontina;63;Scoiattolo;221;238;756;905;229;245;hard;hard;black;black;1;1;{0.011554951375091499,0.063,0.07325655790147152,1.0,0.75,0.08333333333333333};{0.012443793788560075,0.07541666666666667,0.07837492002559181,1.0,0.75,0.08333333333333333};0,0134596167
3;61;Bigontina;35;Labirinti;221;258;756;683;229;175;hard;hard;black;black;1;1;{0.011554951375091499,0.063,0.07325655790147152,1.0,0.75,0.08333333333333333};{0.013489490745581931,0.056916666666666664,0.05598208573256558,1.0,0.75,0.08333333333333333};0,0184162096
1;62;Monti/Zardini;70;PadeÃ³n;117;200;550;842;468;446;medium;medium;red;red;1;1;{0.006117327198577852,0.04583333333333333,0.14971209213051823,0.6666666666666666,0.5,0.08333333333333333};{0.010456969570218551,0.07016666666666667,0.14267434420985284,0.6666666666666666,0.5,0.08333333333333333};0,025699679
2;62;Monti/Zardini;46;Canalini 1;117;282;550;863;468;530;medium;medium;red;red;1;1;{0.006117327198577852,0.04583333333333333,0.14971209213051823,0.6666666666666666,0.5,0.08333333333333333};{0.014744327094008157,0.07191666666666667,0.1695457453614843,0.6666666666666666,0.5,0.08333333333333333};0,0338842029
